source	heading	target
09-v8-consolidated.md	Build C++ Wasm that throws with native Wasm exception handling	dropped: C++ toolchain setting, outside web app code
17-collections-batch-03.md	Choose the worker type by the job: web workers for compute, the service worker for network proxy and caching	TASK-10 (Avoid: no long work in the service worker); feed socket -> js-live-data-and-network.md (DATA-09)
17-collections-batch-03.md	Use SharedArrayBuffer under cross-origin isolation for zero-copy data between threads (the article's "no shared memory" is out of date)	TASK-12 (verify/17 corrected: Document-Isolation-Policy added; the Safari note does not apply)
17-collections-batch-03.md	Pick the channel by the conversation shape: MessageChannel for request/response, BroadcastChannel for cross-tab fan-out, Clients for SW-to-tab	TASK-12 (port reply pattern); BroadcastChannel -> js-live-data-and-network.md (DATA-09)
01-critical-rendering-path.md	Split script evaluation into smaller tasks and defer non-critical features	TASK-06 (verify/01 run2-new corrected: separate tasks for deferred and module scripts in current Chromium; import() on intent); chunk size -> html-loading.md
01-critical-rendering-path.md	Paint the response first, then defer non-visual work until after the next frame	-> js-events-and-input.md (EVT-01); rAF then a task in TASK-05
01-critical-rendering-path.md	Break long tasks by yielding about every 50 ms	TASK-03
03-course-js-and-vitals.md	Know how browsers turn scripts into tasks	TASK-06 (verify/03 unverified; superseded by the verify/01 run2-new commit evidence)
03-course-js-and-vitals.md	Move expensive non-DOM work into a dedicated worker	TASK-10 (verify/03 corrected: worker API list)
03-course-js-and-vitals.md	Create module workers with new URL(..., import.meta.url)	TASK-10
03-course-js-and-vitals.md	Keep worker messages small; transfer large binary data	TASK-11 (verify/03 corrected: 10 KiB per frame and 100 KiB per response)
03-course-js-and-vitals.md	Fetch only the bytes you need (HTTP Range)	dropped: a network detail with rare use in apps, not a scheduling rule
03-course-js-and-vitals.md	Yield to the main thread with scheduler.yield() (with a fallback)	TASK-03
03-course-js-and-vitals.md	Yield by time budget, not after every item	TASK-03
03-course-js-and-vitals.md	Run only the next-frame update inside the event handler; defer the rest	-> js-events-and-input.md (EVT-01)
03-course-js-and-vitals.md	Do not use isInputPending() for yielding decisions	TASK-07
03-course-js-and-vitals.md	Avoid heavy recurring timers	TASK-09
15-gaps-round-1.md	Budget each frame against the refresh interval and each task against about 50 ms	TASK-01
15-gaps-round-1.md	Start up asynchronously: decode in workers with built-in decoders, and keep non-critical code out of the startup HTML	TASK-06, TASK-10
15-gaps-round-1.md	Start module workers with `{type: 'module'}` and preload them with `modulepreload`	TASK-10; modulepreload for the worker -> html-loading.md (late check: disputed; no rule change needed)
15-gaps-round-1.md	Treat Wasm timings taken through Chrome DevTools MCP as debug-tier numbers	-> measure.md (§10); TASK-13 Verify points there (late check: corrected; measure.md §10 fixed)
16-explore-fast-batch-01.md	Keep recurring timers light, and prefer self-rescheduling `setTimeout` to `setInterval` for periodic work	TASK-09
16-explore-fast-batch-01.md	Split large classic bundles so each `<script>` creates a smaller evaluation task (about 100 KB per script as a starting target)	TASK-06; chunk size -> html-loading.md (late check: corrected; no rule change needed)
16-explore-fast-batch-01.md	Do not count on `defer` or `type=module` to split evaluation: Chromium runs the ready ones in one task with `DOMContentLoaded`	TASK-06; superseded by the verify/01 run2-new commit evidence (current Chromium splits them) (late check: corrected; no rule change needed)
16-explore-fast-batch-01.md	Use dynamic `import()` as split points so each loaded module compiles and evaluates in its own task, and keep each chunk small	TASK-06
16-explore-fast-batch-01.md	Keep measurement code free of long tasks: run passive work when idle, and collect only data you will use	TASK-07
16-explore-fast-batch-02.md	Do not use `isInputPending()` for yielding decisions	TASK-07
16-explore-fast-batch-03.md	Keep the UI on the main thread and move pure logic and state into a dedicated worker	TASK-10
16-explore-fast-batch-03.md	Wrap worker calls in an RPC layer (Comlink) instead of writing a message protocol by hand	TASK-18 (late check: corrected; TASK-18 fixed)
16-explore-fast-batch-03.md	Keep worker messages small: send patches, chunk large updates, transfer binary buffers	TASK-11
16-explore-fast-batch-03.md	Create workers with the standard `new URL(..., import.meta.url)` pattern and `type: 'module'`	TASK-10
16-explore-fast-batch-05.md	After a heavy click, paint the acknowledgment first, then yield, then run callbacks; remove DOM later	-> js-events-and-input.md (EVT-01); yields between callbacks TASK-03 (late check: corrected; no rule change needed)
18-skills-survey-web.md	Consolidated rule 3: Yield on a time deadline, not on an item count	TASK-03 (unchecked)
18-skills-survey-web.md	Consolidated rule 4: Size the work before you pick where to run it	TASK-02 (unchecked)
18-skills-survey-github.md	Consolidated rule 13: Yield inside long tasks with scheduler.yield() and a setTimeout fallback; do not use isInputPending()	TASK-03 (MessageChannel fallback per verify/06), TASK-07 (unchecked)
18-skills-survey-github.md	Consolidated rule 14: Paint feedback first, then heavy work; send analytics to idle time with a timeout and a Safari fallback	-> js-events-and-input.md (EVT-01, EVT-13); idle part TASK-07 (Safari fallback dropped: Chromium target) (unchecked)
14-devtools-mcp-and-webmcp.md	Part 1 - Chrome DevTools MCP: tool inventory (exact parameters)	-> measure.md §11 (tool cheat sheet, checked against the 1.10.1 tool reference and the live schemas); versions and options -> support.md §C
14-devtools-mcp-and-webmcp.md	Performance insight names (for `performance_analyze_insight`)	-> measure.md §4 (insights named per recipe); the full list -> support.md §C and pipeline.md §I (verify/14: SlowCSSSelector is never listed in MCP -> measure.md §10)
14-devtools-mcp-and-webmcp.md	Navigate first, then trace the load with `reload: true`	-> measure.md §4 #load step 1-2
14-devtools-mcp-and-webmcp.md	Analyze every insight you need before the next trace starts	-> measure.md §8; soft-navigation set ids -> §4 #inp and §10
14-devtools-mcp-and-webmcp.md	Decide cold or warm cache for every load trace, and say which one you used	-> measure.md §4 #load step 1 (verify/14 corrected: a fresh isolatedContext + reload trace is warm; cold = new_page about:blank + emulate + manual trace + navigate; ignoreCache also bypasses the service worker; connections and DNS stay warm)
14-devtools-mcp-and-webmcp.md	Set all emulation options in one `emulate` call, then confirm them in the trace header	-> measure.md §2 (verify/14 corrected: extraHttpHeaders persist; a mobile or touch change can reload the page)
14-devtools-mcp-and-webmcp.md	Use named throttling profiles that match Lighthouse and DevTools presets	-> measure.md §2 (the user default replaces the named profiles: desktop 1440x900, DPR 2, CPU 4x; the Lighthouse mobile preset stays as the Mobile row)
14-devtools-mcp-and-webmcp.md	Do not trust CPU throttling for WebGL/WebGPU chart frame times	-> measure.md §2 GPU, §4 #gpu, §5 env()
14-devtools-mcp-and-webmcp.md	Test canvas cost at DPR 1, 2, and 3 with the `viewport` string	-> measure.md §2 DPR sweep and §4 #gpu (DPR 1 and 2 only: the default profile is DPR 2)
14-devtools-mcp-and-webmcp.md	Record interaction traces manually to get INP and its subparts	-> measure.md §4 #inp (verify/14: use the set id from the summary, NAVIGATION_n after a soft navigation)
14-devtools-mcp-and-webmcp.md	Use the INP threshold and the lab proxy correctly	-> measure.md §10 (load traces and the INP proxy); thresholds -> SKILL.md budgets
14-devtools-mcp-and-webmcp.md	Read Long Animation Frame data with `evaluate_script` to attribute jank to scripts	-> measure.md §5 (scripts/probes.js loaf) and §4 #inp; initScript scope from verify/14 -> §5 Early install
14-devtools-mcp-and-webmcp.md	Read paint, navigation, and resource timing with `evaluate_script` because the network tools omit sizes and timings	-> measure.md §5 paint(), §4 #load step 4 and #start
14-devtools-mcp-and-webmcp.md	Run the LCP skill order: breakdown first, then fix the largest delay subpart	-> measure.md §4 #load step 3 and step 5 (canvas is not an LCP candidate)
14-devtools-mcp-and-webmcp.md	Save raw traces and heap snapshots to files inside allowed roots	-> measure.md §8 (verify/14 corrected: --allowUnrestrictedPaths deprecated; paths outside the roots are refused; OS temp directory without roots)
14-devtools-mcp-and-webmcp.md	Find leaks with a baseline / repeat x10 / revert snapshot sequence	-> measure.md §4 #mem (verify/14 corrected: tool parameter names; growth per repetition proves a leak, the snapshot compare finds the retainer)
14-devtools-mcp-and-webmcp.md	Check the console after every run	-> measure.md §10 Console errors and §11
14-devtools-mcp-and-webmcp.md	Use `lighthouse_audit` for quality gates, not for performance	-> measure.md §10 and §11
14-devtools-mcp-and-webmcp.md	Prefer `take_snapshot` for state, `take_screenshot` for visual proof	-> measure.md §8
14-devtools-mcp-and-webmcp.md	Run each comparison at least 3 times (prefer 5) and compare medians, one run at a time	-> measure.md §1 steps 2-3 and §6
14-devtools-mcp-and-webmcp.md	Give CrUX field data priority, and turn CrUX off for private URLs	-> measure.md §7 (the option itself -> support.md §C)
14-devtools-mcp-and-webmcp.md	Lock the test browser down before an agent drives it	dropped: browser and server configuration belongs to the user; measure.md §0 says never change it, and support.md §C lists the options
14-devtools-mcp-and-webmcp.md	Install the DevTools-for-agents plugin to get the official perf skills	dropped: installing plugins is the user's choice; the recipes already carry the LCP and leak workflows
14-devtools-mcp-and-webmcp.md	Expose DevTools-only debug hooks with third-party developer tools when agents outside DevTools must not see them	dropped: experimental and flag-gated, and not a security boundary (verify/14); the WebMCP hooks with the window.__perf fallback cover the need
14-devtools-mcp-and-webmcp.md	Status as of 2026-09-22	-> support.md row webmcp (verify/14 corrected: debugging annotation from Chrome 156; status enum Completed | Canceled | Error)
14-devtools-mcp-and-webmcp.md	Register perf hooks as WebMCP tools only in development builds	-> measure.md §3 hook steps 3-4 and assets/perf-hooks.dev.ts (verify/14: Permissions-Policy is defense in depth; Chrome can warn in the console)
14-devtools-mcp-and-webmcp.md	Design hook tools as small, read-mostly, bounded functions with compact outputs	-> measure.md §3 tool table and assets/perf-hooks.dev.ts
14-devtools-mcp-and-webmcp.md	Keep hook execution out of the measured window	-> measure.md §3 Keep hooks out of the measured window
14-devtools-mcp-and-webmcp.md	Abort the old registration before you register again (HMR and remounts)	-> measure.md §3 step 3 (code comment) and assets/perf-hooks.dev.ts
